source	target
<EVENT> They drive really far to get her phone <EVENT> They got off the train <EVENT> They get her phone <EVENT> They arrived at their destination	<EVENT> arrived <ARGS> They arrived at their destination <EVENT> got <ARGS> They got off the train <EVENT> drive <ARGS> They drive really far to get her phone <EVENT> get <ARGS> They get her phone
<EVENT> she was nervous <EVENT> Since she was nervous she accelerated too fast	<EVENT> was <ARGS> she was nervous <EVENT> accelerated <ARGS> Since she was nervous she accelerated too fast
<EVENT> it was a crazy color <EVENT> she see the color <EVENT> She laughed in the mirror as it was a crazy color	<EVENT> see <ARGS> she see the color <EVENT> laughed <ARGS> She laughed in the mirror as it was a crazy color <EVENT> was <ARGS> it was a crazy color
<EVENT> Georgia just finished at a dentist appointment <EVENT> Her mom take her to lunch before school <EVENT> Instead her mom drove them around town until enough time passed <EVENT> she couldn't eat for thirty minutes <EVENT> Her mom offered to take her to lunch before school	<EVENT> finished <ARGS> Georgia just finished at a dentist appointment <EVENT> offered <ARGS> Her mom offered to take her to lunch before school <EVENT> take <ARGS> Her mom take her to lunch before school <EVENT> drove <ARGS> Instead her mom drove them around town until enough time passed <EVENT> eat <ARGS> she couldn't eat for thirty minutes
<EVENT> He noticed a foreign tribe by his tribe's river <EVENT> the barbarian and his tribe went home	<EVENT> noticed <ARGS> He noticed a foreign tribe by his tribe's river <EVENT> went <ARGS> the barbarian and his tribe went home
<EVENT> Her mom told her if she gets all good grades, she could get one <EVENT> Maddie's mom took her to get her puppy as her reward	<EVENT> told <ARGS> Her mom told her if she gets all good grades, she could get one <EVENT> took <ARGS> Maddie's mom took her to get her puppy as her reward
<EVENT> But he talked about it all the next day <EVENT> He dressed for school that day <EVENT> He sat in the audience expecting to be bored <EVENT> He expecting to be bored <EVENT> But he loved it	<EVENT> dressed <ARGS> He dressed for school that day <EVENT> sat <ARGS> He sat in the audience expecting to be bored <EVENT> expecting <ARGS> He expecting to be bored <EVENT> loved <ARGS> But he loved it <EVENT> talked <ARGS> But he talked about it all the next day
<EVENT> she was excited <EVENT> Emily going to jail <EVENT> Today was her first day as a corrections officer	<EVENT> was <ARGS> Today was her first day as a corrections officer <EVENT> going <ARGS> Emily going to jail <EVENT> was <ARGS> she was excited
<EVENT> Amy could only have one of the snacks she wanted <EVENT> Amy could buy candy <EVENT> Beth offered to share her popcorn so Amy could buy candy <EVENT> She only had $ 5 for snacks	<EVENT> had <ARGS> She only had $ 5 for snacks <EVENT> have <ARGS> Amy could only have one of the snacks she wanted <EVENT> offered <ARGS> Beth offered to share her popcorn so Amy could buy candy <EVENT> buy <ARGS> Amy could buy candy
<EVENT> My teammate who was open <EVENT> My teammate, who was open ran <EVENT> My teammate, who was open caught the ball	<EVENT> was <ARGS> My teammate who was open <EVENT> caught <ARGS> My teammate, who was open caught the ball <EVENT> ran <ARGS> My teammate, who was open ran
<EVENT> When he arrived <EVENT> After fixing up the house Dean prepared to sell it <EVENT> fixing the house Dean <EVENT> Dean drove out to the house <EVENT> He went to the hardware store <EVENT> He bought supplies	<EVENT> went <ARGS> He went to the hardware store <EVENT> bought <ARGS> He bought supplies <EVENT> fixing <ARGS> fixing the house Dean <EVENT> prepared <ARGS> After fixing up the house Dean prepared to sell it <EVENT> drove <ARGS> Dean drove out to the house <EVENT> arrived <ARGS> When he arrived
<EVENT> She seen ice on a pole <EVENT> She wondered if it tasted good <EVENT> her tongue stuck <EVENT> Lily licked the pole	<EVENT> seen <ARGS> She seen ice on a pole <EVENT> wondered <ARGS> She wondered if it tasted good <EVENT> licked <ARGS> Lily licked the pole <EVENT> stuck <ARGS> her tongue stuck
<EVENT> Last Valentine's day my boyfriend was out of town <EVENT> That night my boyfriend called me	<EVENT> was <ARGS> Last Valentine's day my boyfriend was out of town <EVENT> called <ARGS> That night my boyfriend called me
<EVENT> Jerry loved to run away whenever he could <EVENT> when he hit by a car <EVENT> Jerry loved playing in his new, safe yard <EVENT> Erica adopted a Labrador puppy named Jerry <EVENT> One day Jerry injured when he was hit by a car	<EVENT> adopted <ARGS> Erica adopted a Labrador puppy named Jerry <EVENT> loved <ARGS> Jerry loved to run away whenever he could <EVENT> hit <ARGS> when he hit by a car <EVENT> injured <ARGS> One day Jerry injured when he was hit by a car <EVENT> loved <ARGS> Jerry loved playing in his new, safe yard
<EVENT> he made a mess <EVENT> Soon he got everything all cleaned up	<EVENT> made <ARGS> he made a mess <EVENT> got <ARGS> Soon he got everything all cleaned up
<EVENT> Etta wanted a bike to ride <EVENT> Etta a bike ride	<EVENT> wanted <ARGS> Etta wanted a bike to ride <EVENT> ride <ARGS> Etta a bike ride
<EVENT> I began to brush my teeth <EVENT> I spit the toothpaste into the sink <EVENT> I grabbed my toothbrush and toothpaste	<EVENT> grabbed <ARGS> I grabbed my toothbrush and toothpaste <EVENT> began <ARGS> I began to brush my teeth <EVENT> spit <ARGS> I spit the toothpaste into the sink
<EVENT> his new toy thrown away <EVENT> One day he discovered the ornaments on the new Christmas tree	<EVENT> discovered <ARGS> One day he discovered the ornaments on the new Christmas tree <EVENT> thrown <ARGS> his new toy thrown away
<EVENT> Suddenly he pulled a ring out <EVENT> He acting kind of strange <EVENT> He telling her that he loved her <EVENT> He proposing	<EVENT> acting <ARGS> He acting kind of strange <EVENT> telling <ARGS> He telling her that he loved her <EVENT> pulled <ARGS> Suddenly he pulled a ring out <EVENT> proposing <ARGS> He proposing
<EVENT> he barks at strangers <EVENT> He was a good boy for his shots <EVENT> He got a treat when we got home <EVENT> At the vet he was very scared <EVENT> We held his leash tight because he barks and lunges at strangers <EVENT> At the vet he hid under our chairs	<EVENT> barks <ARGS> he barks at strangers <EVENT> held <ARGS> We held his leash tight because he barks and lunges at strangers <EVENT> was <ARGS> At the vet he was very scared <EVENT> hid <ARGS> At the vet he hid under our chairs <EVENT> was <ARGS> He was a good boy for his shots <EVENT> got <ARGS> He got a treat when we got home
<EVENT> Jan stood there listening to the music from her phone to the speaker <EVENT> Jan walked out of the store with a new toy to play with <EVENT> how pair it with her phone <EVENT> What marvelous inventions will they come up with next thought Jan. <EVENT> The cordless and wireless bluetooth speaker in her palm was tiny <EVENT> The salesman at the store showed her how to pair it with her phone	<EVENT> thought <ARGS> What marvelous inventions will they come up with next thought Jan. <EVENT> was <ARGS> The cordless and wireless bluetooth speaker in her palm was tiny <EVENT> showed <ARGS> The salesman at the store showed her how to pair it with her phone <EVENT> pair <ARGS> how pair it with her phone <EVENT> stood <ARGS> Jan stood there listening to the music from her phone to the speaker <EVENT> walked <ARGS> Jan walked out of the store with a new toy to play with
<EVENT> He heard his parents coming to his room <EVENT> Later when they gone <EVENT> his parents coming to his room	<EVENT> heard <ARGS> He heard his parents coming to his room <EVENT> coming <ARGS> his parents coming to his room <EVENT> gone <ARGS> Later when they gone
<EVENT> When I saw Elena in person I handed her a diamond necklace <EVENT> Elena simply gave me a high five <EVENT> When I saw Elena in person <EVENT> She hugged me <EVENT> She excited <EVENT> My mom also asked Elena about the gift she bought for me	<EVENT> saw <ARGS> When I saw Elena in person <EVENT> handed <ARGS> When I saw Elena in person I handed her a diamond necklace <EVENT> excited <ARGS> She excited <EVENT> hugged <ARGS> She hugged me <EVENT> asked <ARGS> My mom also asked Elena about the gift she bought for me <EVENT> gave <ARGS> Elena simply gave me a high five
<EVENT> Jill's teacher allowed her to take the test at home <EVENT> But she went to school anyway <EVENT> her take the test at home <EVENT> The morning of the test she woke sick <EVENT> She stayed up studying the cold night before too	<EVENT> stayed <ARGS> She stayed up studying the cold night before too <EVENT> woke <ARGS> The morning of the test she woke sick <EVENT> went <ARGS> But she went to school anyway <EVENT> allowed <ARGS> Jill's teacher allowed her to take the test at home <EVENT> take <ARGS> her take the test at home
<EVENT> A man demanded to be sold the best pet <EVENT> A man sold the best pet <EVENT> A man walked into a pet store	<EVENT> walked <ARGS> A man walked into a pet store <EVENT> demanded <ARGS> A man demanded to be sold the best pet <EVENT> sold <ARGS> A man sold the best pet
<EVENT> She ran outside to see the tree had fallen near <EVENT> She see the tree had fallen near	<EVENT> ran <ARGS> She ran outside to see the tree had fallen near <EVENT> see <ARGS> She see the tree had fallen near
<EVENT> Today was her first day as a corrections officer <EVENT> Emily going to jail <EVENT> she was excited	<EVENT> was <ARGS> Today was her first day as a corrections officer <EVENT> going <ARGS> Emily going to jail <EVENT> was <ARGS> she was excited
<EVENT> Dave make electricity <EVENT> Dave wanted to make a great scientific discovery <EVENT> Dave was a scientist <EVENT> Dave worked with algae to make electricity	<EVENT> was <ARGS> Dave was a scientist <EVENT> wanted <ARGS> Dave wanted to make a great scientific discovery <EVENT> worked <ARGS> Dave worked with algae to make electricity <EVENT> make <ARGS> Dave make electricity
<EVENT> They telling him to come pick it up <EVENT> him pick it <EVENT> Later that day she called to say she was mistaken, the cat was fine <EVENT> the cat was fine	<EVENT> telling <ARGS> They telling him to come pick it up <EVENT> pick <ARGS> him pick it <EVENT> called <ARGS> Later that day she called to say she was mistaken, the cat was fine <EVENT> was <ARGS> the cat was fine
<EVENT> I decided to buy him a muzzle <EVENT> I buy him a muzzle	<EVENT> decided <ARGS> I decided to buy him a muzzle <EVENT> buy <ARGS> I buy him a muzzle
<EVENT> he put them on <EVENT> Bill smelled his clothes before he put them on <EVENT> The clothes gave a nasty odor	<EVENT> smelled <ARGS> Bill smelled his clothes before he put them on <EVENT> gave <ARGS> The clothes gave a nasty odor <EVENT> put <ARGS> he put them on
<EVENT> He pitched his idea to several flatware companies <EVENT> The executives rejected Martin's new invention <EVENT> Martin built a prototype of a bowl that separates the cereal and milk	<EVENT> built <ARGS> Martin built a prototype of a bowl that separates the cereal and milk <EVENT> pitched <ARGS> He pitched his idea to several flatware companies <EVENT> rejected <ARGS> The executives rejected Martin's new invention
<EVENT> She went home <EVENT> she did her best job on it <EVENT> When she went to the bathroom	<EVENT> went <ARGS> She went home <EVENT> did <ARGS> she did her best job on it <EVENT> went <ARGS> When she went to the bathroom
<EVENT> she expects you to wash your hands a lot <EVENT> you wash your hands a lot	<EVENT> expects <ARGS> she expects you to wash your hands a lot <EVENT> wash <ARGS> you wash your hands a lot
<EVENT> she enter an art contest <EVENT> Her mom suggested she enter an art contest	<EVENT> suggested <ARGS> Her mom suggested she enter an art contest <EVENT> enter <ARGS> she enter an art contest
<EVENT> she was excited <EVENT> She trying for years	<EVENT> trying <ARGS> She trying for years <EVENT> was <ARGS> she was excited
<EVENT> He saw the chief yelling at him for sleeping <EVENT> He then never fell asleep again on the job <EVENT> He then woke <EVENT> He turned around <EVENT> he staying awake	<EVENT> staying <ARGS> he staying awake <EVENT> turned <ARGS> He turned around <EVENT> saw <ARGS> He saw the chief yelling at him for sleeping <EVENT> woke <ARGS> He then woke <EVENT> fell <ARGS> He then never fell asleep again on the job
<EVENT> his insurance company file a claim <EVENT> He called his insurance company to file a claim <EVENT> Jim infuriated when he glanced at his car <EVENT> when he glanced at his car	<EVENT> infuriated <ARGS> Jim infuriated when he glanced at his car <EVENT> glanced <ARGS> when he glanced at his car <EVENT> called <ARGS> He called his insurance company to file a claim <EVENT> file <ARGS> his insurance company file a claim
<EVENT> She rob a bank <EVENT> She decides to rob a bank	<EVENT> decides <ARGS> She decides to rob a bank <EVENT> rob <ARGS> She rob a bank
<EVENT> Chris was happy working with his tutor <EVENT> Chris'tutor helped him tremendously <EVENT> Chris hire a tutor <EVENT> Chris decided to hire a tutor <EVENT> Chris working with his tutor	<EVENT> decided <ARGS> Chris decided to hire a tutor <EVENT> hire <ARGS> Chris hire a tutor <EVENT> helped <ARGS> Chris'tutor helped him tremendously <EVENT> was <ARGS> Chris was happy working with his tutor <EVENT> working <ARGS> Chris working with his tutor
<EVENT> Tim drank a little too much <EVENT> Tim lost a lot of money that day <EVENT> his golf game was awful	<EVENT> drank <ARGS> Tim drank a little too much <EVENT> was <ARGS> his golf game was awful <EVENT> lost <ARGS> Tim lost a lot of money that day
<EVENT> She goes to her bank <EVENT> Tami runs out of the bank <EVENT> She decides to rob a bank	<EVENT> decides <ARGS> She decides to rob a bank <EVENT> goes <ARGS> She goes to her bank <EVENT> runs <ARGS> Tami runs out of the bank
<EVENT> After she had a lot of leftovers <EVENT> The people there were grateful for her good deed <EVENT> She brought the leftovers to a homeless shelter <EVENT> Yvonne knew she wasn't going to eat them <EVENT> Yvonne had her family over for Thanksgiving <EVENT> she eat them	<EVENT> had <ARGS> Yvonne had her family over for Thanksgiving <EVENT> had <ARGS> After she had a lot of leftovers <EVENT> knew <ARGS> Yvonne knew she wasn't going to eat them <EVENT> eat <ARGS> she eat them <EVENT> brought <ARGS> She brought the leftovers to a homeless shelter <EVENT> were <ARGS> The people there were grateful for her good deed
<EVENT> Kelly loved to paint <EVENT> she enter an art contest <EVENT> Her mom suggested she enter an art contest	<EVENT> loved <ARGS> Kelly loved to paint <EVENT> suggested <ARGS> Her mom suggested she enter an art contest <EVENT> enter <ARGS> she enter an art contest
<EVENT> The boy uncovered his eyes <EVENT> The boy covered his eyes while his father ran off <EVENT> Only a minute later the boy found him <EVENT> The boy looked for his father	<EVENT> covered <ARGS> The boy covered his eyes while his father ran off <EVENT> uncovered <ARGS> The boy uncovered his eyes <EVENT> looked <ARGS> The boy looked for his father <EVENT> found <ARGS> Only a minute later the boy found him
<EVENT> was now a one dollar toll on the road <EVENT> Tony explained that there was now a one dollar toll on the road	<EVENT> explained <ARGS> Tony explained that there was now a one dollar toll on the road <EVENT> was <ARGS> was now a one dollar toll on the road
<EVENT> She noticed that the garbage can was tipped over <EVENT> She walked to the living room as fast as she can <EVENT> On the other hand Kim eventually volunteered	<EVENT> volunteered <ARGS> On the other hand Kim eventually volunteered <EVENT> walked <ARGS> She walked to the living room as fast as she can <EVENT> noticed <ARGS> She noticed that the garbage can was tipped over
<EVENT> Tom eventually won one thousand dollars in the lottery <EVENT> Tom and his friend spent a lot of time together	<EVENT> spent <ARGS> Tom and his friend spent a lot of time together <EVENT> won <ARGS> Tom eventually won one thousand dollars in the lottery
<EVENT> Therefore I could never take him outside on his own <EVENT> My dog loved to eat grass	<EVENT> loved <ARGS> My dog loved to eat grass <EVENT> take <ARGS> Therefore I could never take him outside on his own
<EVENT> Bob needed batteries for his flashlight <EVENT> He use the batteries in his fire detector <EVENT> He decided to take a nap after putting the batteries in <EVENT> He decided to use the batteries in his fire detector	<EVENT> needed <ARGS> Bob needed batteries for his flashlight <EVENT> decided <ARGS> He decided to use the batteries in his fire detector <EVENT> use <ARGS> He use the batteries in his fire detector <EVENT> decided <ARGS> He decided to take a nap after putting the batteries in
<EVENT> Sean shared a home with several college students <EVENT> Finally he asked them to keep it down	<EVENT> shared <ARGS> Sean shared a home with several college students <EVENT> asked <ARGS> Finally he asked them to keep it down
<EVENT> doing laundry she <EVENT> Kim had a favorite pair of pink argyle socks <EVENT> Kim depressed when she realized it was really lost <EVENT> One day after doing laundry she couldn't find the match <EVENT> She only wore them on special days at work	<EVENT> had <ARGS> Kim had a favorite pair of pink argyle socks <EVENT> wore <ARGS> She only wore them on special days at work <EVENT> doing <ARGS> doing laundry she <EVENT> find <ARGS> One day after doing laundry she couldn't find the match <EVENT> depressed <ARGS> Kim depressed when she realized it was really lost
<EVENT> Her mother made her special homemade cinnamon rolls <EVENT> her brother ate them all <EVENT> She rushed downstairs to get one before her brother ate them all	<EVENT> made <ARGS> Her mother made her special homemade cinnamon rolls <EVENT> rushed <ARGS> She rushed downstairs to get one before her brother ate them all <EVENT> ate <ARGS> her brother ate them all
<EVENT> so she went to the middle <EVENT> so she danced hard <EVENT> She decided to take over <EVENT> Janie and Tom decided to go salsa dancing <EVENT> She took the whole class <EVENT> When they arrived to the place Janie disappointed	<EVENT> decided <ARGS> Janie and Tom decided to go salsa dancing <EVENT> disappointed <ARGS> When they arrived to the place Janie disappointed <EVENT> decided <ARGS> She decided to take over <EVENT> went <ARGS> so she went to the middle <EVENT> danced <ARGS> so she danced hard <EVENT> took <ARGS> She took the whole class
<EVENT> When he woke the next morning <EVENT> When Billy went to bed Tuesday night <EVENT> When he woke up the next morning he ran to the window	<EVENT> went <ARGS> When Billy went to bed Tuesday night <EVENT> woke <ARGS> When he woke the next morning <EVENT> ran <ARGS> When he woke up the next morning he ran to the window
<EVENT> After she bought the hook she saw a rocking horse <EVENT> She bought it for our 18 month old granddaughter for Christmas	<EVENT> saw <ARGS> After she bought the hook she saw a rocking horse <EVENT> bought <ARGS> She bought it for our 18 month old granddaughter for Christmas
<EVENT> Her mom take her to lunch before school <EVENT> Georgia wanted to go <EVENT> she couldn't eat for thirty minutes <EVENT> Instead her mom drove them around town until enough time passed <EVENT> Her mom offered to take her to lunch before school	<EVENT> wanted <ARGS> Georgia wanted to go <EVENT> offered <ARGS> Her mom offered to take her to lunch before school <EVENT> take <ARGS> Her mom take her to lunch before school <EVENT> drove <ARGS> Instead her mom drove them around town until enough time passed <EVENT> eat <ARGS> she couldn't eat for thirty minutes
<EVENT> she couldn't get the shirt <EVENT> Her mother put the shirt away <EVENT> Her mother wouldn't buy it <EVENT> Amy upset she couldn't get the shirt <EVENT> She wanted to get a shirt that showed her belly button <EVENT> Amy sulking in silence	<EVENT> wanted <ARGS> She wanted to get a shirt that showed her belly button <EVENT> put <ARGS> Her mother put the shirt away <EVENT> buy <ARGS> Her mother wouldn't buy it <EVENT> sulking <ARGS> Amy sulking in silence <EVENT> upset <ARGS> Amy upset she couldn't get the shirt <EVENT> get <ARGS> she couldn't get the shirt
<EVENT> So they tied him to the whipping post <EVENT> every unit he missed <EVENT> They lashed him once for every unit he missed <EVENT> Bob cried <EVENT> Bob bled <EVENT> Bob failed to meet his quota again <EVENT> Fifty - four times the whip struck his back	<EVENT> missed <ARGS> every unit he missed <EVENT> failed <ARGS> Bob failed to meet his quota again <EVENT> tied <ARGS> So they tied him to the whipping post <EVENT> lashed <ARGS> They lashed him once for every unit he missed <EVENT> struck <ARGS> Fifty - four times the whip struck his back <EVENT> bled <ARGS> Bob bled <EVENT> cried <ARGS> Bob cried
<EVENT> she stomped down the street <EVENT> Amy tried to find out what happened <EVENT> Amy going home <EVENT> Amy chased Ali as she stomped down the street <EVENT> Amy taken her sister Ali with to a friends house <EVENT> Amy dreading going home knowing her mother would blame her <EVENT> her mother would blame her	<EVENT> taken <ARGS> Amy taken her sister Ali with to a friends house <EVENT> chased <ARGS> Amy chased Ali as she stomped down the street <EVENT> stomped <ARGS> she stomped down the street <EVENT> tried <ARGS> Amy tried to find out what happened <EVENT> dreading <ARGS> Amy dreading going home knowing her mother would blame her <EVENT> going <ARGS> Amy going home <EVENT> blame <ARGS> her mother would blame her
<EVENT> I had an interview <EVENT> I decided to go to the interview without a tie <EVENT> I go to the interview without a tie	<EVENT> had <ARGS> I had an interview <EVENT> decided <ARGS> I decided to go to the interview without a tie <EVENT> go <ARGS> I go to the interview without a tie
<EVENT> She go to bed <EVENT> Her boyfriend stayed up with her until she fell asleep <EVENT> Marissa just finished a scary movie with her boyfriend <EVENT> Instead she asked her boyfriend to stay up with her	<EVENT> finished <ARGS> Marissa just finished a scary movie with her boyfriend <EVENT> go <ARGS> She go to bed <EVENT> asked <ARGS> Instead she asked her boyfriend to stay up with her <EVENT> stayed <ARGS> Her boyfriend stayed up with her until she fell asleep
<EVENT> something help her relax <EVENT> She wanted to do something to help her relax <EVENT> Kelly really stressed at work lately	<EVENT> stressed <ARGS> Kelly really stressed at work lately <EVENT> wanted <ARGS> She wanted to do something to help her relax <EVENT> help <ARGS> something help her relax
<EVENT> Julia got a mug <EVENT> She filled it with hot water	<EVENT> got <ARGS> Julia got a mug <EVENT> filled <ARGS> She filled it with hot water
<EVENT> His kids wash it <EVENT> Corky had a really bad toupee <EVENT> His kids decided to wash it	<EVENT> had <ARGS> Corky had a really bad toupee <EVENT> decided <ARGS> His kids decided to wash it <EVENT> wash <ARGS> His kids wash it
<EVENT> The company Jess was in asked her where Malaysia was <EVENT> Jess guessed wrong <EVENT> Jess felt barlish in front of the group <EVENT> Jess was in <EVENT> Jess could only guess what continent it might be in	<EVENT> was <ARGS> Jess was in <EVENT> asked <ARGS> The company Jess was in asked her where Malaysia was <EVENT> guess <ARGS> Jess could only guess what continent it might be in <EVENT> guessed <ARGS> Jess guessed wrong <EVENT> felt <ARGS> Jess felt barlish in front of the group
<EVENT> Inside was a bag with some sort of goo on it <EVENT> She decided to just leave it	<EVENT> was <ARGS> Inside was a bag with some sort of goo on it <EVENT> decided <ARGS> She decided to just leave it
<EVENT> Matt wanted to buy a game <EVENT> Matt buy a game	<EVENT> wanted <ARGS> Matt wanted to buy a game <EVENT> buy <ARGS> Matt buy a game
<EVENT> She was very tired <EVENT> I cooked dinner for her so she didn't have to <EVENT> her back hurting	<EVENT> was <ARGS> She was very tired <EVENT> hurting <ARGS> her back hurting <EVENT> cooked <ARGS> I cooked dinner for her so she didn't have to
<EVENT> He hoped it would snow all night so school would be cancelled <EVENT> When Billy went to bed Tuesday night	<EVENT> went <ARGS> When Billy went to bed Tuesday night <EVENT> hoped <ARGS> He hoped it would snow all night so school would be cancelled
<EVENT> The clerk suggested a falcon <EVENT> The man bought a falcon right away	<EVENT> suggested <ARGS> The clerk suggested a falcon <EVENT> bought <ARGS> The man bought a falcon right away
<EVENT> She made sure she did her best job on it <EVENT> She went home	<EVENT> went <ARGS> She went home <EVENT> made <ARGS> She made sure she did her best job on it
<EVENT> Chris decided to hire a tutor <EVENT> Chris was happy working with his tutor <EVENT> Chris'tutor helped him tremendously <EVENT> Chris saw his grade improve in English class <EVENT> his grade improve in English class <EVENT> Chris struggling in English class <EVENT> Chris hire a tutor <EVENT> Chris working with his tutor	<EVENT> struggling <ARGS> Chris struggling in English class <EVENT> decided <ARGS> Chris decided to hire a tutor <EVENT> hire <ARGS> Chris hire a tutor <EVENT> helped <ARGS> Chris'tutor helped him tremendously <EVENT> was <ARGS> Chris was happy working with his tutor <EVENT> working <ARGS> Chris working with his tutor <EVENT> saw <ARGS> Chris saw his grade improve in English class <EVENT> improve <ARGS> his grade improve in English class
<EVENT> Bob needed batteries for his flashlight <EVENT> He decided to use the batteries in his fire detector <EVENT> He putting the batteries in <EVENT> He take a nap after putting the batteries in	<EVENT> needed <ARGS> Bob needed batteries for his flashlight <EVENT> decided <ARGS> He decided to use the batteries in his fire detector <EVENT> putting <ARGS> He putting the batteries in <EVENT> take <ARGS> He take a nap after putting the batteries in
<EVENT> Sean shared a home with several college students <EVENT> One day Sean trying to eat dinner	<EVENT> shared <ARGS> Sean shared a home with several college students <EVENT> trying <ARGS> One day Sean trying to eat dinner
<EVENT> We held his leash tight because he barks and lunges at strangers <EVENT> when we got home <EVENT> So we got him in the car with his leash attached	<EVENT> got <ARGS> So we got him in the car with his leash attached <EVENT> held <ARGS> We held his leash tight because he barks and lunges at strangers <EVENT> got <ARGS> when we got home
<EVENT> Bob burned with it <EVENT> Bob needed batteries for his flashlight <EVENT> He use the batteries in his fire detector <EVENT> He decided to use the batteries in his fire detector	<EVENT> needed <ARGS> Bob needed batteries for his flashlight <EVENT> decided <ARGS> He decided to use the batteries in his fire detector <EVENT> use <ARGS> He use the batteries in his fire detector <EVENT> burned <ARGS> Bob burned with it
<EVENT> I began my work <EVENT> I made it way too long	<EVENT> began <ARGS> I began my work <EVENT> made <ARGS> I made it way too long
<EVENT> The man cut down the tree <EVENT> The man informed her it was less work than quoted <EVENT> The man handed her a bill for $ 300	<EVENT> cut <ARGS> The man cut down the tree <EVENT> handed <ARGS> The man handed her a bill for $ 300 <EVENT> informed <ARGS> The man informed her it was less work than quoted
<EVENT> She walked to the garbage can <EVENT> she read it <EVENT> After she read it she had an angry look on her face <EVENT> I stop her before she threw it away <EVENT> she threw it <EVENT> She stood	<EVENT> read <ARGS> she read it <EVENT> had <ARGS> After she read it she had an angry look on her face <EVENT> stood <ARGS> She stood <EVENT> walked <ARGS> She walked to the garbage can <EVENT> stop <ARGS> I stop her before she threw it away <EVENT> threw <ARGS> she threw it
<EVENT> Martha's boyfriend was really into Dungeons and Dragons <EVENT> she 'd try it <EVENT> Martha decided she 'd try it	<EVENT> was <ARGS> Martha's boyfriend was really into Dungeons and Dragons <EVENT> decided <ARGS> Martha decided she 'd try it <EVENT> try <ARGS> she 'd try it
<EVENT> The truth was that she had been unemployed for some time <EVENT> Finally she decided to just admit it to her family <EVENT> Deb got nervous <EVENT> she just admit it to her family <EVENT> Everyone asked Deb about work	<EVENT> was <ARGS> The truth was that she had been unemployed for some time <EVENT> asked <ARGS> Everyone asked Deb about work <EVENT> got <ARGS> Deb got nervous <EVENT> decided <ARGS> Finally she decided to just admit it to her family <EVENT> admit <ARGS> she just admit it to her family
<EVENT> he eating grass <EVENT> I buy him a muzzle <EVENT> Now he could play outside without eating grass <EVENT> I decided to buy him a muzzle	<EVENT> decided <ARGS> I decided to buy him a muzzle <EVENT> buy <ARGS> I buy him a muzzle <EVENT> play <ARGS> Now he could play outside without eating grass <EVENT> eating <ARGS> he eating grass
<EVENT> The javelin throwers threw their javs at the vaulters <EVENT> The pole vaulters knew their place after that happened <EVENT> They mostly missed <EVENT> With their long poles they smacked the throwers from afar <EVENT> The javelin throwers got mad <EVENT> they managed to kill 3 of the vaulters	<EVENT> smacked <ARGS> With their long poles they smacked the throwers from afar <EVENT> got <ARGS> The javelin throwers got mad <EVENT> threw <ARGS> The javelin throwers threw their javs at the vaulters <EVENT> missed <ARGS> They mostly missed <EVENT> managed <ARGS> they managed to kill 3 of the vaulters <EVENT> knew <ARGS> The pole vaulters knew their place after that happened
<EVENT> To my surprise the seller took the Swedish krona <EVENT> I told him that didn't have enough rubles, only Swedish krona	<EVENT> told <ARGS> I told him that didn't have enough rubles, only Swedish krona <EVENT> took <ARGS> To my surprise the seller took the Swedish krona
<EVENT> John's friend told him that reading would make him smarter <EVENT> John decided to study the works of the greatest leaders of all time <EVENT> John asked if reading any material would be effective <EVENT> John study the works of the greatest leaders of all time	<EVENT> told <ARGS> John's friend told him that reading would make him smarter <EVENT> asked <ARGS> John asked if reading any material would be effective <EVENT> decided <ARGS> John decided to study the works of the greatest leaders of all time <EVENT> study <ARGS> John study the works of the greatest leaders of all time
<EVENT> She purchased a wreath <EVENT> My wife buy hardware <EVENT> My wife went to Home Depot to buy hardware	<EVENT> purchased <ARGS> She purchased a wreath <EVENT> went <ARGS> My wife went to Home Depot to buy hardware <EVENT> buy <ARGS> My wife buy hardware
<EVENT> Jason now uses a breathing machine at night <EVENT> Jason had a sleep study performed <EVENT> Jason has much more energy since he uses a breathing machine <EVENT> Jason discovered he had sleep apnea <EVENT> he had sleep apnea	<EVENT> had <ARGS> Jason had a sleep study performed <EVENT> discovered <ARGS> Jason discovered he had sleep apnea <EVENT> had <ARGS> he had sleep apnea <EVENT> uses <ARGS> Jason now uses a breathing machine at night <EVENT> has <ARGS> Jason has much more energy since he uses a breathing machine
<EVENT> Mary always bragged about how good she was at bowling <EVENT> Mary's co - worker Steve challenged her to a bowling competition	<EVENT> bragged <ARGS> Mary always bragged about how good she was at bowling <EVENT> challenged <ARGS> Mary's co - worker Steve challenged her to a bowling competition
<EVENT> They researched breeds to figure out which type of dog was best <EVENT> They went to the local dog shelter <EVENT> They named him Scooter <EVENT> They adopted him <EVENT> The family decided they wanted a Siberian husky	<EVENT> researched <ARGS> They researched breeds to figure out which type of dog was best <EVENT> decided <ARGS> The family decided they wanted a Siberian husky <EVENT> went <ARGS> They went to the local dog shelter <EVENT> adopted <ARGS> They adopted him <EVENT> named <ARGS> They named him Scooter
<EVENT> The owner called a day later to say she had changed her mind <EVENT> The owner decided not to adopt the kitten out	<EVENT> decided <ARGS> The owner decided not to adopt the kitten out <EVENT> called <ARGS> The owner called a day later to say she had changed her mind
